







1687861123.990	idleblink
1687861126.990	idleblink
1687861132.569	idleblink
1687861136.469	idleblink
1687861142.009	idleblink
1687861144.329	idleblink
1687861147.470	idleblink
1687861151.850	idleblink
1687861155.509	idleblink
1687861159.589	idleblink
1687861161.410	idleblink
1687861165.629	idleblink
1687861170.009	idleblink
1687861174.849	idleblink
1687861177.869	idleblink
1687861182.989	idleblink
1687861188.909	idleblink
1687861192.189	idleblink
1687861196.810	idleblink
1687861201.569	idleblink
1687861204.950	idleblink
1687861210.309	idleblink
1687861212.410	idleblink
1687861215.549	idleblink
1687861220.170	idleblink
1687861224.829	idleblink
1687861227.949	idleblink
1687861233.189	idleblink
1687861237.809	idleblink

1687861302.274	idleblink
1687861304.834	idleblink
1687861308.854	idleblink
1687861312.774	idleblink
1687861316.354	idleblink
1687861320.934	idleblink
1687861325.053	idleblink
1687861327.813	idleblink
1687861332.394	idleblink
1687861334.134	idleblink
1687861336.114	idleblink
1687861341.113	idleblink
1687861347.594	idleblink
1687861350.534	idleblink
1687861353.934	idleblink
1687861357.374	idleblink
1687861358.894	idleblink
1687861363.854	idleblink
1687861368.714	idleblink
1687861373.693	idleblink
1687861380.594	idleblink
1687861385.314	idleblink
1687861389.413	idleblink
1687861395.414	idleblink
1687861400.714	idleblink
1687861405.354	idleblink
1687861410.633	idleblink
1687861413.814	idleblink
1687861418.174	idleblink
1687861423.334	idleblink
1687861425.154	idleblink
1687861426.914	idleblink
1687861432.034	idleblink
1687861436.114	idleblink

